"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Thrift",2015,"Mendelian Randomization Study of Body Mass Index and Colorectal Cancer Risk","BMI","colon cancer","colon cancer","cancer","One-sample","two-stage control function instrumental variable approach","OR","1.94"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","0.69"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","2.16"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.94"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","0.89"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","0.98"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.63"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.56"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","0.92"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","birth weight","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.22"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","0.9"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","1.39"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","0.85"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","1.36"
"Gharahkhani",2019,"Effect of increased body mass index on risk of diagnosis or death from cancer","BMI","colorectal cancer","colorectal cancer","cancer","One-sample","Inverse variance weighted (fixed effects)","OR","1.06"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.62"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.17"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","0.89"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.22"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.6"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.22"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.36"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","BMI","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.23"
"Thrift",2015,"Mendelian Randomization Study of Body Mass Index and Colorectal Cancer Risk","BMI","colorectal cancer","colorectal cancer","cancer","One-sample","two-stage control function instrumental variable approach","OR","1.5"
"Thrift",2015,"Mendelian Randomization Study of Body Mass Index and Colorectal Cancer Risk","BMI","colorectal cancer","colorectal cancer","cancer","One-sample","two-stage control function instrumental variable approach","OR","1.18"
"Thrift",2015,"Mendelian Randomization Study of Body Mass Index and Colorectal Cancer Risk","BMI","colorectal cancer","colorectal cancer","cancer","One-sample","two-stage control function instrumental variable approach","OR","1.82"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.11"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.01"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.02"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.05"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.03"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.03"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.18"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","obesity","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.07"
"Gao",2016,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted","OR","1.29"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","2.21"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.11"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","0.6"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.51"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.04"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","4.44"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","3.16"
"Jarvis",2016,"Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer","WHR","colorectal cancer","colorectal cancer","cancer","Two-sample summary-level","Inverse variance weighted (fixed effects)","OR","1.59"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","colorectal cancer","colorectal cancer","cancer","One-sample","Logistic regression model","OR","1.01"
"Kivima ̈ki",2011,"Examining Overweight and  Obesity as Risk Factors for Common Mental Disorders Using Fat Mass and Obesity-Associated (FTO) Genotype-Instrumented Analysis","BMI","common mental health disorders","common mental health disorders","mental health","One-sample","Instrumental Variable Regression","Beta","0.171"
"Kivima ̈ki",2011,"Examining Overweight and  Obesity as Risk Factors for Common Mental Disorders Using Fat Mass and Obesity-Associated (FTO) Genotype-Instrumented Analysis","BMI","common mental health disorders","common mental health disorders","mental health","One-sample","Multivariable-adjusted Instrumental Variable Regression","Beta","0.166"
